accuracy,precision,recall,f1,round,attack_active
0.5947368421052631,0.5532544378698225,0.9842105263157894,0.7083333333333334,0,False
0.7315789473684211,0.6848739495798319,0.8578947368421053,0.7616822429906542,1,False
0.7947368421052632,0.868421052631579,0.6947368421052632,0.7719298245614035,2,False
0.8052631578947368,0.8670886075949367,0.7210526315789474,0.7873563218390804,3,False
0.7157894736842105,0.6453900709219859,0.9578947368421052,0.7711864406779662,4,False
0.7763157894736842,0.7397260273972602,0.8526315789473684,0.7921760391198044,5,False
0.8052631578947368,0.881578947368421,0.7052631578947368,0.783625730994152,6,False
0.8026315789473685,0.7979274611398963,0.8105263157894737,0.804177545691906,7,False
0.8131578947368421,0.8789808917197452,0.7263157894736842,0.7953890489913544,8,False
0.7868421052631579,0.9224806201550387,0.6263157894736842,0.7460815047021944,9,False
0.7684210526315789,0.7318181818181818,0.8473684210526315,0.7853658536585366,10,False
0.7342105263157894,0.6745098039215687,0.9052631578947369,0.7730337078651686,11,False
0.8,0.8701298701298701,0.7052631578947368,0.7790697674418605,12,False
0.7368421052631579,0.9591836734693877,0.49473684210526314,0.6527777777777778,13,False
0.7973684210526316,0.8192090395480226,0.7631578947368421,0.7901907356948229,14,False
0.75,0.703862660944206,0.8631578947368421,0.7754137115839244,15,False
0.7394736842105263,0.9690721649484536,0.49473684210526314,0.6550522648083623,16,False
0.7736842105263158,0.940677966101695,0.5842105263157895,0.7207792207792207,17,False
0.7789473684210526,0.9140625,0.6157894736842106,0.7358490566037735,18,False
0.7842105263157895,0.75,0.8526315789473684,0.7980295566502463,19,False
0.7210526315789474,0.6532846715328468,0.9421052631578948,0.771551724137931,20,False
0.7131578947368421,0.9655172413793104,0.4421052631578947,0.6064981949458483,21,False
0.8131578947368421,0.8324022346368715,0.7842105263157895,0.8075880758807588,22,False
0.7263157894736842,0.9479166666666666,0.4789473684210526,0.6363636363636364,23,False
0.8315789473684211,0.8579545454545454,0.7947368421052632,0.825136612021858,24,False
0.8052631578947368,0.7761904761904762,0.8578947368421053,0.815,25,False
0.7894736842105263,0.7989130434782609,0.7736842105263158,0.786096256684492,26,False
0.7973684210526316,0.7783251231527094,0.8315789473684211,0.8040712468193384,27,False
0.6947368421052632,0.9625,0.4052631578947368,0.5703703703703704,28,False
0.8078947368421052,0.903448275862069,0.6894736842105263,0.7820895522388059,29,False
0.7631578947368421,0.711864406779661,0.8842105263157894,0.7887323943661971,30,False
0.8131578947368421,0.8606060606060606,0.7473684210526316,0.8,31,False
0.8236842105263158,0.8219895287958116,0.8263157894736842,0.8241469816272966,32,False
0.7026315789473684,0.6389891696750902,0.9315789473684211,0.7580299785867237,33,False
0.7921052631578948,0.7630331753554502,0.8473684210526315,0.8029925187032418,34,False
0.8105263157894737,0.8881578947368421,0.7105263157894737,0.7894736842105263,35,False
0.8131578947368421,0.847953216374269,0.7631578947368421,0.8033240997229917,36,False
0.8052631578947368,0.9328358208955224,0.6578947368421053,0.7716049382716049,37,False
0.7868421052631579,0.8516129032258064,0.6947368421052632,0.7652173913043478,38,False
0.7894736842105263,0.9230769230769231,0.631578947368421,0.75,39,False
0.8,0.8904109589041096,0.6842105263157895,0.7738095238095238,40,False
0.7578947368421053,0.9622641509433962,0.5368421052631579,0.6891891891891891,41,False
0.7236842105263158,0.9473684210526315,0.47368421052631576,0.631578947368421,42,False
0.7263157894736842,0.6604477611940298,0.9315789473684211,0.7729257641921398,43,False
0.8157894736842105,0.8296703296703297,0.7947368421052632,0.8118279569892473,44,False
0.8105263157894737,0.795,0.8368421052631579,0.8153846153846154,45,False
