accuracy,precision,recall,f1,round,attack_active
0.7394736842105263,0.7177033492822966,0.7894736842105263,0.7518796992481203,0,False
0.7605263157894737,0.7219730941704036,0.8473684210526315,0.7796610169491526,1,False
0.8,0.7821782178217822,0.8315789473684211,0.8061224489795918,2,False
0.8157894736842105,0.9285714285714286,0.6842105263157895,0.7878787878787878,3,False
0.8289473684210527,0.817258883248731,0.8473684210526315,0.8320413436692506,4,False
0.8157894736842105,0.8947368421052632,0.7157894736842105,0.7953216374269005,5,False
0.8210526315789474,0.9357142857142857,0.6894736842105263,0.793939393939394,6,False
0.8315789473684211,0.9038461538461539,0.7421052631578947,0.815028901734104,7,False
0.8263157894736842,0.8924050632911392,0.7421052631578947,0.8103448275862069,8,False
0.7421052631578947,0.9693877551020408,0.5,0.6597222222222222,9,False
0.8157894736842105,0.9054054054054054,0.7052631578947368,0.7928994082840237,10,False
0.7921052631578948,0.8936170212765957,0.6631578947368421,0.7613293051359517,11,False
0.8052631578947368,0.8085106382978723,0.8,0.8042328042328042,12,False
0.8131578947368421,0.8020304568527918,0.8315789473684211,0.8165374677002584,13,False
0.8157894736842105,0.9285714285714286,0.6842105263157895,0.7878787878787878,14,False
0.7894736842105263,0.9230769230769231,0.631578947368421,0.75,15,False
0.8105263157894737,0.8933333333333333,0.7052631578947368,0.788235294117647,16,False
0.7578947368421053,0.6991869918699187,0.9052631578947369,0.7889908256880734,17,False
0.8236842105263158,0.9300699300699301,0.7,0.7987987987987988,18,False
0.8,0.8433734939759037,0.7368421052631579,0.7865168539325843,19,False
0.8315789473684211,0.9038461538461539,0.7421052631578947,0.815028901734104,20,False
0.7842105263157895,0.7523364485981309,0.8473684210526315,0.7970297029702971,21,False
0.8052631578947368,0.9264705882352942,0.6631578947368421,0.7730061349693251,22,False
0.7473684210526316,0.6910569105691057,0.8947368421052632,0.7798165137614679,23,False
0.8263157894736842,0.8647058823529412,0.7736842105263158,0.8166666666666667,24,False
0.718421052631579,0.654275092936803,0.9263157894736842,0.7668845315904139,25,False
0.7868421052631579,0.936,0.6157894736842106,0.7428571428571429,26,False
0.7894736842105263,0.9435483870967742,0.6157894736842106,0.7452229299363057,27,False
0.7131578947368421,0.9550561797752809,0.4473684210526316,0.6093189964157706,28,False
0.8131578947368421,0.8940397350993378,0.7105263157894737,0.7917888563049853,29,False
0.7894736842105263,0.8395061728395061,0.7157894736842105,0.7727272727272727,30,False
0.8052631578947368,0.8580246913580247,0.7315789473684211,0.7897727272727273,31,False
0.6421052631578947,0.95,0.3,0.456,32,False
0.8078947368421052,0.8342857142857143,0.7684210526315789,0.8,33,False
0.7789473684210526,0.7324561403508771,0.8789473684210526,0.7990430622009569,34,False
0.7368421052631579,0.9411764705882353,0.5052631578947369,0.6575342465753424,35,False
0.8105263157894737,0.9154929577464789,0.6842105263157895,0.7831325301204819,36,False
0.7973684210526316,0.7783251231527094,0.8315789473684211,0.8040712468193384,37,False
0.7131578947368421,0.9550561797752809,0.4473684210526316,0.6093189964157706,38,False
0.8157894736842105,0.879746835443038,0.7315789473684211,0.7988505747126436,39,False
0.7473684210526316,0.9196428571428571,0.5421052631578948,0.6821192052980133,40,False
0.7552631578947369,0.9217391304347826,0.5578947368421052,0.6950819672131148,41,False
0.7947368421052632,0.8835616438356164,0.6789473684210526,0.7678571428571429,42,False
0.8026315789473685,0.9020979020979021,0.6789473684210526,0.7747747747747747,43,False
0.7684210526315789,0.7451923076923077,0.8157894736842105,0.7788944723618091,44,False
0.8026315789473685,0.8662420382165605,0.7157894736842105,0.7838616714697406,45,False
0.6921052631578948,0.6280701754385964,0.9421052631578948,0.7536842105263157,46,False
0.7605263157894737,0.7088607594936709,0.8842105263157894,0.7868852459016393,47,False
0.65,0.5946843853820598,0.9421052631578948,0.7291242362525459,48,False
0.7763157894736842,0.723404255319149,0.8947368421052632,0.8,49,False
0.8052631578947368,0.8118279569892473,0.7947368421052632,0.8031914893617021,50,True
0.8184210526315789,0.8379888268156425,0.7894736842105263,0.8130081300813008,51,False
