experiment,stealth_pre_attack_accuracy,stealth_pre_attack_round_single,stealth_pre_attack_accuracy_avg5,stealth_attack_phase_avg_accuracy,stealth_attack_phase_min_accuracy,stealth_attack_phase_max_accuracy,stealth_max_accuracy_drop,stealth_max_accuracy_drop_single,stealth_max_accuracy_drop_avg5,stealth_max_drop_round,stealth_avg_accuracy_drop,stealth_avg_accuracy_drop_single,stealth_avg_accuracy_drop_avg5,stealth_accuracy_variance,stealth_attack_phase_rounds,stealth_is_stealthy,durability_peak_backdoor_accuracy,durability_final_backdoor_accuracy,durability_attack_start,durability_attack_end,durability_lifespan_50,durability_lifespan_40,durability_lifespan_30,durability_lifespan_25,durability_stab_threshold_50,durability_stab_threshold_40,durability_stab_threshold_30,durability_stab_threshold_25,durability_stab_threshold_20,durability_stab_volatility_10,durability_stab_volatility_05,durability_stab_volatility_03,durability_post_attack_volatility,durability_impact_rounds_above_50,durability_impact_rounds_above_40,durability_impact_rounds_above_30,durability_impact_rounds_above_25,durability_post_attack_rounds,durability_post_attack_avg_ba,durability_post_attack_min_ba,durability_post_attack_max_ba,durability_stab_window,durability_stab_tolerance
EX_SET1_Z(4)_20260325_022936,0.8026315789473685,49,0.7673684210526316,0.7770797962648559,0.6447368421052632,0.8184210526315789,0.1578947368421053,0.1578947368421053,0.12263157894736842,54,0.026400679117147746,0.026400679117147746,0.008336162988115448,0.03486680597641277,31,False,0.7108433734939759,0.20481927710843373,50,80,0,0,1,2,20,20,38,93,-1,23,229,-1,0.06363394123254967,2,16,140,340,919,0.2250612897728018,0.03614457831325301,0.4457831325301205,20,0.8
EX_SET1_Z(5)_20260325_031949,0.7447368421052631,49,0.7873684210526315,0.7971137521222411,0.6973684210526315,0.8263157894736842,0.047368421052631615,0.047368421052631615,0.08999999999999997,51,0.0022920203735144313,0.0022920203735144313,0.007317487266553464,0.029037776194313223,31,True,0.5421686746987951,0.3253012048192771,50,80,0,0,0,2,20,20,20,82,-1,36,315,-1,0.06057563453588044,2,10,116,303,919,0.22254414830158503,0.04819277108433735,0.5060240963855421,20,0.8
EX_SET2_E(1)_20260323_191256,0.7973684210526316,49,0.8047368421052632,0.711244019138756,0.6210526315789474,0.8157894736842105,0.1763157894736842,0.1763157894736842,0.18368421052631578,54,0.08947368421052632,0.08947368421052632,0.09483253588516748,0.06862410062876248,11,False,0.8313253012048193,0.21686746987951808,50,60,0,0,1,1,20,20,20,110,500,20,285,870,0.059944227850095115,8,18,93,253,939,0.21512247071352503,0.08433734939759036,0.4939759036144578,20,0.8
EX_SET2_E(2)_20260323_195819,0.8157894736842105,49,0.8021052631578949,0.7284688995215312,0.6447368421052632,0.7894736842105263,0.17105263157894735,0.17105263157894735,0.1573684210526317,59,0.08732057416267938,0.08732057416267938,0.07363636363636375,0.05152545805718783,11,False,0.6987951807228916,0.1927710843373494,50,60,0,0,1,1,20,20,54,112,-1,28,628,-1,0.0640607808667501,6,13,159,361,939,0.22862055249753005,0.07228915662650602,0.4578313253012048,20,0.8
EX_SET2_E(3)_20260323_204358,0.7947368421052632,49,0.7847368421052632,0.7428229665071769,0.6473684210526316,0.8052631578947368,0.1473684210526316,0.1473684210526316,0.13736842105263158,56,0.053110047846889975,0.053110047846889975,0.0451196172248804,0.04968168633600942,11,False,0.6987951807228916,0.24096385542168675,50,60,0,0,0,0,20,29,41,102,132,44,402,-1,0.06723507447099349,8,21,134,333,939,0.22519470854664667,0.04819277108433735,0.5662650602409639,20,0.8
EX_SET2_E(4)_20260323_212924,0.8026315789473685,49,0.7926315789473685,0.7619617224880382,0.7,0.8105263157894737,0.10263157894736852,0.10263157894736852,0.09263157894736851,57,0.04138755980861248,0.04138755980861248,0.0333971291866029,0.037795257517423554,11,False,0.5903614457831325,0.1927710843373494,50,60,0,0,0,1,20,20,23,26,632,34,343,-1,0.06104918231250502,4,11,96,253,939,0.2150711472086429,0.024096385542168676,0.5180722891566265,20,0.8
EX_SET2_E(5)_20260323_221454,0.8052631578947368,49,0.7973684210526316,0.715311004784689,0.6368421052631579,0.7921052631578948,0.16842105263157892,0.16842105263157892,0.16052631578947374,59,0.0899521531100478,0.0899521531100478,0.08205741626794262,0.056695940019604776,11,False,0.7349397590361446,0.18072289156626506,50,60,0,0,1,1,20,20,46,57,-1,37,380,-1,0.060647725854606566,7,12,123,296,939,0.22238474665434904,0.024096385542168676,0.4578313253012048,20,0.8
EX_SET2_F(1)_20260325_082420,0.7578947368421053,49,0.7889473684210526,0.7301435406698565,0.6710526315789473,0.8078947368421052,0.08684210526315794,0.08684210526315794,0.11789473684210527,58,0.0356459330143541,0.0356459330143541,0.060813397129186604,0.04399325742161625,11,False,0.6867469879518072,0.30120481927710846,50,60,0,0,0,12,20,20,20,71,-1,35,295,902,0.05867010717218472,6,16,120,367,939,0.23164863928557683,0.060240963855421686,0.4939759036144578,20,0.8
EX_SET2_F(2)_20260325_091829,0.7763157894736842,49,0.7810526315789474,0.7086124401913876,0.6552631578947369,0.7736842105263158,0.1210526315789473,0.1210526315789473,0.12578947368421056,59,0.06770334928229661,0.06770334928229661,0.07244019138755987,0.03544514917233251,11,False,0.7590361445783133,0.12048192771084337,50,60,0,0,0,0,20,20,34,140,-1,43,394,820,0.059452147074778625,10,18,105,300,939,0.2235138637617563,0.04819277108433735,0.5421686746987951,20,0.8
EX_SET2_F(3)_20260325_100425,0.8052631578947368,49,0.8010526315789473,0.6911483253588516,0.6052631578947368,0.7763157894736842,0.19999999999999996,0.19999999999999996,0.1957894736842105,50,0.11411483253588511,0.11411483253588511,0.10990430622009567,0.057945823480441555,11,False,0.8072289156626506,0.25301204819277107,50,60,0,0,0,0,20,20,20,22,129,20,166,874,0.05640539581231345,7,13,83,269,939,0.21581533802943403,0.04819277108433735,0.46987951807228917,20,0.8
EX_SET2_F(4)_20260325_105851,0.7710526315789473,49,0.7863157894736842,0.6935406698564593,0.5947368421052631,0.8,0.1763157894736842,0.1763157894736842,0.19157894736842107,55,0.08229665071770333,0.08229665071770333,0.0943062200956938,0.07228333405962346,11,False,0.8795180722891566,0.2289156626506024,50,60,0,0,11,11,20,20,20,23,-1,20,508,804,0.06531211427428534,8,18,142,308,939,0.2248611057649127,0.060240963855421686,0.46987951807228917,20,0.8
EX_SET2_F(5)_20260325_115646,0.7263157894736842,49,0.7736842105263158,0.710287081339713,0.6157894736842106,0.7973684210526316,0.1105263157894737,0.1105263157894737,0.1578947368421052,59,0.028947368421052652,0.028947368421052652,0.06555023923444972,0.05119695478541594,11,False,0.8072289156626506,0.21686746987951808,50,60,0,1,1,1,20,20,20,96,-1,54,365,-1,0.06385321099269138,8,17,113,291,939,0.21960044651449248,0.0,0.7469879518072289,20,0.8
EX_SET2_G(1)_20260325_125410,0.7263157894736842,49,0.7736842105263158,0.6971291866028708,0.5684210526315789,0.781578947368421,0.1578947368421053,0.1578947368421053,0.20526315789473681,54,0.04569377990430624,0.04569377990430624,0.07799043062200954,0.07213075371035207,11,False,0.9156626506024096,0.3132530120481928,50,60,0,0,1,11,20,20,33,156,-1,82,365,-1,0.06490823621742639,10,15,143,327,939,0.2272219869894915,0.07228915662650602,0.5301204819277109,20,0.8
EX_SET2_G(2)_20260325_134807,0.7868421052631579,49,0.7894736842105263,0.7028708133971292,0.6631578947368421,0.7552631578947369,0.12368421052631584,0.12368421052631584,0.12631578947368427,55,0.08397129186602871,0.08397129186602871,0.08660287081339714,0.02582313982634685,11,False,0.7590361445783133,0.1686746987951807,50,60,0,0,0,0,20,20,20,85,577,42,228,-1,0.064429127995219,10,16,101,248,939,0.2079500109062448,0.024096385542168676,0.5783132530120482,20,0.8
EX_SET2_G(3)_20260325_144137,0.7421052631578947,49,0.7642105263157893,0.69688995215311,0.6210526315789474,0.7526315789473684,0.1210526315789473,0.1210526315789473,0.14315789473684193,56,0.046172248803827726,0.046172248803827726,0.06732057416267928,0.04236463176611975,11,False,0.7831325301204819,0.25301204819277107,50,60,0,0,0,0,20,20,34,74,76,28,472,-1,0.06253033502048379,9,18,122,352,939,0.22740161925657904,0.03614457831325301,0.5180722891566265,20,0.8
EX_SET2_G(4)_20260325_153120,0.7973684210526316,49,0.7721052631578947,0.6961722488038279,0.5868421052631579,0.7921052631578948,0.21052631578947367,0.21052631578947367,0.1852631578947368,58,0.10119617224880387,0.10119617224880387,0.07775119617224881,0.05863596832718877,11,False,0.9156626506024096,0.1927710843373494,50,60,0,0,0,0,20,20,20,100,-1,20,316,883,0.0673304921270202,12,24,130,281,939,0.21917702759921479,0.03614457831325301,0.5180722891566265,20,0.8
EX_SET2_G(5)_20260325_162545,0.7868421052631579,49,0.7915789473684209,0.6949760765550239,0.6131578947368421,0.7710526315789473,0.17368421052631577,0.17368421052631577,0.1784210526315788,54,0.09186602870813397,0.09186602870813397,0.09660287081339702,0.048900013106266134,11,False,0.8554216867469879,0.1686746987951807,50,60,1,1,1,1,20,20,20,61,-1,47,419,-1,0.061411096284037334,9,16,135,351,939,0.22728614137059422,0.060240963855421686,0.46987951807228917,20,0.8
EX_SET2_H(1)_20260325_171759,0.7421052631578947,49,0.7794736842105262,0.6736842105263158,0.5894736842105263,0.7894736842105263,0.15263157894736845,0.15263157894736845,0.18999999999999995,58,0.07416267942583732,0.07416267942583732,0.10669856459330135,0.06330027810172902,11,False,0.891566265060241,0.21686746987951808,50,60,0,0,0,0,20,20,20,64,-1,26,499,761,0.06250618472533619,9,16,172,389,939,0.23612661508654428,0.024096385542168676,0.4578313253012048,20,0.8
EX_SET2_H(2)_20260325_181047,0.8,49,0.8210526315789473,0.7452153110047847,0.6763157894736842,0.8368421052631579,0.12368421052631584,0.12368421052631584,0.14473684210526305,57,0.05861244019138759,0.05861244019138759,0.07727272727272717,0.05204699269411863,11,False,0.6626506024096386,0.18072289156626506,50,60,0,0,0,0,20,20,47,49,534,77,404,746,0.06214236428119562,7,17,94,201,939,0.20874552523191808,0.060240963855421686,0.5060240963855421,20,0.8
EX_SET2_H(3)_20260325_191054,0.6684210526315789,49,0.7705263157894737,0.6944976076555023,0.6289473684210526,0.7842105263157895,0.03947368421052633,0.03947368421052633,0.14157894736842114,56,0.010287081339712921,0.010287081339712921,0.07732057416267947,0.05453726959490906,11,True,0.7710843373493976,0.14457831325301204,50,60,0,0,0,13,20,20,60,88,-1,34,301,477,0.059344218754395044,8,16,151,352,939,0.23402235138637617,0.07228915662650602,0.4819277108433735,20,0.8
EX_SET2_H(4)_20260325_200701,0.8157894736842105,49,0.8173684210526316,0.7143540669856459,0.6263157894736842,0.8131578947368421,0.18947368421052635,0.18947368421052635,0.19105263157894747,50,0.10143540669856459,0.10143540669856459,0.10301435406698571,0.05512970900438423,11,False,0.7831325301204819,0.3373493975903614,50,60,1,1,1,1,20,20,20,330,-1,20,506,-1,0.06379243524096463,9,14,124,299,939,0.22004952718221127,0.024096385542168676,0.5662650602409639,20,0.8
EX_SET2_H(5)_20260325_210112,0.7052631578947368,49,0.7742105263157895,0.6681818181818181,0.5842105263157895,0.7868421052631579,0.1210526315789473,0.1210526315789473,0.18999999999999995,55,0.05358851674641147,0.05358851674641147,0.10717703349282295,0.07118364670906731,11,False,0.891566265060241,0.2289156626506024,50,60,0,0,0,0,20,20,20,20,397,46,520,714,0.062079364695195635,9,12,90,245,939,0.20879684873680024,0.04819277108433735,0.5060240963855421,20,0.8
EX_SET2_Z(1)_20260325_041050,0.7763157894736842,49,0.7863157894736842,0.7416267942583731,0.6605263157894737,0.7921052631578948,0.11578947368421044,0.11578947368421044,0.12578947368421045,59,0.037559808612440154,0.037559808612440154,0.04574162679425835,0.039680479054955,11,False,0.7228915662650602,0.20481927710843373,50,60,0,0,0,0,20,20,26,71,-1,44,356,886,0.061600426055825726,5,19,137,328,939,0.22983948573848112,0.0963855421686747,0.5301204819277109,20,0.8
EX_SET2_Z(2)_20260325_050102,0.7947368421052632,49,0.7868421052631579,0.7526315789473682,0.6710526315789473,0.8052631578947368,0.12368421052631584,0.12368421052631584,0.11578947368421055,52,0.04401913875598089,0.04401913875598089,0.0389952153110048,0.04390874445181939,11,False,0.6506024096385542,0.2891566265060241,50,60,0,0,0,0,20,20,20,20,20,61,366,-1,0.07120574033516235,4,29,162,353,939,0.22923643455611584,0.060240963855421686,0.4819277108433735,20,0.8
EX_SET2_Z(3)_20260325_055338,0.7421052631578947,49,0.7842105263157895,0.7239234449760766,0.6289473684210526,0.8026315789473685,0.11315789473684212,0.11315789473684212,0.15526315789473688,54,0.037799043062200936,0.037799043062200936,0.06459330143540669,0.06392575490769555,11,False,0.7349397590361446,0.2891566265060241,50,60,0,0,0,0,20,30,40,113,-1,50,343,712,0.06497080117050778,8,18,142,318,939,0.22823562621091398,0.012048192771084338,0.5903614457831325,20,0.8
EX_SET2_Z(4)_20260325_064414,0.7973684210526316,49,0.7999999999999999,0.7349282296650718,0.6236842105263158,0.8131578947368421,0.17368421052631577,0.17368421052631577,0.1763157894736841,52,0.06387559808612443,0.06387559808612443,0.06626794258373199,0.053455276943346765,11,False,0.7349397590361446,0.1686746987951807,50,60,0,0,0,10,20,20,23,39,40,25,380,566,0.06101485174744101,4,17,77,247,939,0.20982331883444322,0.012048192771084338,0.4578313253012048,20,0.8
EX_SET2_Z(5)_20260325_073420,0.7842105263157895,49,0.7947368421052631,0.7442583732057417,0.6552631578947369,0.8052631578947368,0.1289473684210526,0.1289473684210526,0.1394736842105262,57,0.043301435406698556,0.043301435406698556,0.05191387559808605,0.048004763467156535,11,False,0.6987951807228916,0.1927710843373494,50,60,0,0,0,0,20,20,20,20,32,20,69,383,0.05613876250639645,5,12,69,204,939,0.20650012189332412,0.024096385542168676,0.5060240963855421,20,0.8
EX_SET3_E(1)_20260326_031408,0.781578947368421,49,0.7878947368421053,0.7939728353140917,0.6868421052631579,0.8263157894736842,0.09473684210526312,0.09473684210526312,0.1010526315789474,78,0.005772495755517827,0.005772495755517827,0.007436332767402395,0.027010082830477917,31,False,0.5903614457831325,0.1927710843373494,50,80,0,0,0,3,20,20,71,73,-1,23,529,574,0.06818440731999184,2,14,147,326,919,0.22534971223304534,0.012048192771084338,0.5301204819277109,20,0.8
EX_SET3_E(2)_20260326_040904,0.6842105263157895,49,0.7415789473684211,0.7958404074702886,0.7526315789473684,0.8315789473684211,0.0,0.0,0.0,64,0.0,0.0,0.0,0.019830470244416174,31,True,0.4457831325301205,0.20481927710843373,50,80,0,1,2,2,20,20,63,157,432,20,536,-1,0.07596649067405942,0,19,157,314,919,0.21660526764293303,0.04819277108433735,0.4578313253012048,20,0.8
EX_SET3_E(3)_20260326_050300,0.7578947368421053,49,0.7863157894736843,0.7861629881154499,0.7131578947368421,0.8105263157894737,0.044736842105263186,0.044736842105263186,0.0731578947368422,67,0.0022920203735144347,0.0022920203735144347,0.0073514431239389225,0.02113981664101285,31,True,0.46987951807228917,0.25301204819277107,50,80,0,0,0,2,20,20,115,142,661,51,245,-1,0.07423787401303635,3,23,161,318,919,0.2228850112091456,0.04819277108433735,0.5662650602409639,20,0.8
EX_SET3_E(4)_20260326_055606,0.8052631578947368,49,0.7910526315789472,0.7782682512733446,0.7078947368421052,0.8184210526315789,0.09736842105263155,0.09736842105263155,0.08315789473684199,54,0.0282682512733446,0.0282682512733446,0.01952461799660435,0.03330077640403432,31,False,0.5301204819277109,0.30120481927710846,50,80,1,1,1,2,20,20,36,261,-1,44,732,-1,0.07466234584653388,6,22,171,349,919,0.22833881773011525,0.03614457831325301,0.5301204819277109,20,0.8
EX_SET3_E(5)_20260326_064926,0.8157894736842105,49,0.8021052631578949,0.7823429541595924,0.6763157894736842,0.8210526315789474,0.1394736842105263,0.1394736842105263,0.12578947368421067,61,0.03361629881154498,0.03361629881154498,0.02120543293718178,0.02596426221673585,31,False,0.4457831325301205,0.3373493975903614,50,80,0,0,0,0,20,20,29,36,847,29,517,-1,0.0657585906707428,1,14,142,326,919,0.22595277737719102,0.012048192771084338,0.6024096385542169,20,0.8
EX_SET3_F(1)_20260326_074219,0.8026315789473685,49,0.7578947368421053,0.7949915110356538,0.7210526315789474,0.8263157894736842,0.08157894736842108,0.08157894736842108,0.0368421052631579,52,0.012139219015280159,0.012139219015280159,0.0022071307300509336,0.023658415179858634,31,False,0.4819277108433735,0.26506024096385544,50,80,0,0,3,11,20,20,20,101,-1,47,291,-1,0.06995386879820646,2,16,144,309,919,0.2244188942931683,0.060240963855421686,0.5662650602409639,20,0.8
EX_SET3_F(2)_20260326_083520,0.8,49,0.7863157894736842,0.7880305602716471,0.7157894736842105,0.8236842105263158,0.08421052631578951,0.08421052631578951,0.07052631578947366,55,0.015365025466893062,0.015365025466893062,0.008658743633276735,0.023789616418581076,31,False,0.4939759036144578,0.25301204819277107,50,80,0,0,2,8,20,20,40,69,827,20,360,-1,0.06488405337110187,1,15,128,283,919,0.21964681358731988,0.060240963855421686,0.5903614457831325,20,0.8
EX_SET3_F(3)_20260326_093248,0.718421052631579,49,0.78,0.79490662139219,0.6421052631578947,0.8289473684210527,0.07631578947368423,0.07631578947368423,0.1378947368421053,51,0.0024617996604414266,0.0024617996604414266,0.004974533106960958,0.0315126166226157,31,False,0.7108433734939759,0.18072289156626506,50,80,0,0,0,0,20,33,81,114,-1,74,288,-1,0.07339248093886351,1,21,155,316,919,0.22304233255109665,0.04819277108433735,0.4939759036144578,20,0.8
EX_SET3_F(4)_20260326_104218,0.7973684210526316,49,0.7810526315789474,0.7845500848896436,0.6631578947368421,0.8131578947368421,0.13421052631578956,0.13421052631578956,0.11789473684210539,51,0.015789473684210548,0.015789473684210548,0.009881154499151128,0.031918799442352506,31,False,0.6746987951807228,0.21686746987951808,50,80,0,0,2,2,20,20,20,91,377,20,207,-1,0.06510794099848559,1,20,133,287,919,0.2201843281723193,0.012048192771084338,0.4457831325301205,20,0.8
EX_SET3_F(5)_20260326_122434,0.7578947368421053,49,0.7663157894736842,0.7879456706281832,0.7447368421052631,0.8263157894736842,0.013157894736842146,0.013157894736842146,0.02157894736842103,77,0.00042444821731748856,0.00042444821731748856,0.000984719864176565,0.017884080851377552,31,True,0.4457831325301205,0.2289156626506024,50,80,0,0,2,2,20,20,20,46,-1,22,359,359,0.0652543012251613,0,17,132,328,919,0.22681804475792178,0.04819277108433735,0.4939759036144578,20,0.8
EX_SET3_G(1)_20260326_141351,0.6736842105263158,49,0.7478947368421053,0.7873514431239388,0.6921052631578948,0.8236842105263158,0.0,0.0,0.0557894736842105,75,0.0,0.0,0.0023259762308998283,0.02728410895549365,31,True,0.5903614457831325,0.13253012048192772,50,80,0,0,3,6,20,20,36,145,-1,20,333,564,0.06385792957521788,1,17,124,288,919,0.22249170785426797,0.03614457831325301,0.4939759036144578,20,0.8
EX_SET3_G(2)_20260326_161013,0.7763157894736842,49,0.7736842105263158,0.7795415959252971,0.7078947368421052,0.8236842105263158,0.06842105263157894,0.06842105263157894,0.06578947368421051,50,0.012988115449915096,0.012988115449915096,0.011884550084889627,0.03455100260333066,31,False,0.5542168674698795,0.2289156626506024,50,80,1,1,2,2,20,20,20,99,698,20,416,-1,0.06785246001896329,6,29,126,285,919,0.22274079997902382,0.03614457831325301,0.5301204819277109,20,0.8
EX_SET3_G(3)_20260326_180907,0.8131578947368421,49,0.788421052631579,0.777164685908319,0.6842105263157895,0.8289473684210527,0.1289473684210526,0.1289473684210526,0.10421052631578953,66,0.037181663837011866,0.037181663837011866,0.018624787775891393,0.036123231531981034,31,False,0.6024096385542169,0.1686746987951807,50,80,0,0,1,1,20,20,20,232,409,45,395,-1,0.07420094212305654,4,24,132,269,919,0.21050906564232993,0.03614457831325301,0.5060240963855421,20,0.8
EX_SET3_G(4)_20260326_193224,0.8263157894736842,49,0.7842105263157895,0.7808149405772494,0.718421052631579,0.8236842105263158,0.10789473684210527,0.10789473684210527,0.06578947368421051,54,0.04550084889643465,0.04550084889643465,0.015619694397283534,0.03337158618827776,31,False,0.5180722891566265,0.27710843373493976,50,80,0,0,0,0,20,23,70,149,223,73,419,660,0.07214178751276519,3,31,142,299,919,0.22260969886073131,0.024096385542168676,0.5301204819277109,20,0.8
EX_SET3_G(5)_20260326_214823,0.7684210526315789,49,0.7978947368421053,0.7871816638370118,0.7236842105263158,0.8184210526315789,0.044736842105263075,0.044736842105263075,0.0742105263157895,57,0.004074702886247872,0.004074702886247872,0.014617996604414304,0.023769261863788284,31,True,0.4939759036144578,0.1566265060240964,50,80,0,0,0,0,20,20,41,174,516,41,339,-1,0.06775281693845282,2,20,116,235,919,0.2125149127522058,0.060240963855421686,0.5301204819277109,20,0.8
EX_SET3_H(1)_20260327_000237,0.8105263157894737,49,0.771578947368421,0.7938030560271648,0.7236842105263158,0.8315789473684211,0.08684210526315783,0.08684210526315783,0.04789473684210521,60,0.019100169779286885,0.019100169779286885,0.002988115449915099,0.02373822677620757,31,False,0.5060240963855421,0.3132530120481928,50,80,0,0,0,0,20,20,20,20,-1,20,330,-1,0.06341095062356467,2,12,126,274,919,0.2173394339053712,0.04819277108433735,0.5180722891566265,20,0.8
EX_SET3_H(2)_20260327_022007,0.7763157894736842,49,0.7363157894736843,0.7877758913412565,0.6578947368421053,0.8289473684210527,0.11842105263157887,0.11842105263157887,0.07842105263157895,64,0.009592529711375206,0.009592529711375206,0.002767402376910017,0.036270938405361504,31,False,0.46987951807228917,0.27710843373493976,50,80,0,0,0,0,20,20,57,105,302,60,293,-1,0.06637103881514328,1,19,104,199,919,0.20526502091062837,0.060240963855421686,0.5662650602409639,20,0.8
EX_SET3_H(3)_20260327_043752,0.8,49,0.7989473684210526,0.7837011884550085,0.6973684210526315,0.8210526315789474,0.10263157894736852,0.10263157894736852,0.1015789473684211,66,0.018675721561969463,0.018675721561969463,0.01799660441426145,0.030752484565366098,31,False,0.5783132530120482,0.2289156626506024,50,80,0,0,1,1,20,20,51,77,661,27,371,844,0.07261114230616149,5,24,133,237,919,0.21060083642513472,0.0,0.5301204819277109,20,0.8
EX_SET3_H(4)_20260327_065245,0.7289473684210527,49,0.7757894736842105,0.7750424448217317,0.6842105263157895,0.8210526315789474,0.044736842105263186,0.044736842105263186,0.09157894736842098,77,0.0015280135823429553,0.0015280135823429553,0.010526315789473656,0.027674327564725244,31,True,0.6024096385542169,0.20481927710843373,50,80,0,0,0,0,20,20,20,242,867,59,711,729,0.07243876712317096,1,23,157,320,919,0.22224261572951218,0.024096385542168676,0.4939759036144578,20,0.8
EX_SET3_H(5)_20260327_090804,0.8026315789473685,49,0.7852631578947369,0.7882003395585739,0.6684210526315789,0.8210526315789474,0.13421052631578956,0.13421052631578956,0.11684210526315797,73,0.01808149405772499,0.01808149405772499,0.009541595925297137,0.030755874362823142,31,False,0.4819277108433735,0.27710843373493976,50,80,0,0,0,0,20,20,20,103,211,36,189,-1,0.06871473988650392,0,22,153,335,919,0.230030022156089,0.04819277108433735,0.4578313253012048,20,0.8
EX_SET3_Z(1)_20260325_224649,0.7763157894736842,49,0.7842105263157894,0.7897283531409167,0.65,0.8368421052631579,0.12631578947368416,0.12631578947368416,0.13421052631578934,80,0.006196943972835312,0.006196943972835312,0.008573853989813212,0.03335194428770134,31,False,0.4457831325301205,0.18072289156626506,50,80,0,0,0,0,20,20,29,115,506,20,213,-1,0.06406665513066859,1,9,93,244,919,0.20915872412391678,0.060240963855421686,0.5180722891566265,20,0.8
EX_SET3_Z(2)_20260325_234032,0.7578947368421053,49,0.7547368421052632,0.7886247877758914,0.7526315789473684,0.8263157894736842,0.0052631578947368585,0.0052631578947368585,0.002105263157894721,53,0.0005093378607809863,0.0005093378607809863,0.00013582342954159492,0.02312584601306586,31,True,0.4578313253012048,0.25301204819277107,50,80,0,1,4,4,20,20,20,20,-1,20,466,-1,0.07415301998650006,0,29,195,380,919,0.2337008534682801,0.03614457831325301,0.4819277108433735,20,0.8
EX_SET3_Z(3)_20260326_003347,0.8052631578947368,49,0.786842105263158,0.7848047538200339,0.6736842105263158,0.8263157894736842,0.13157894736842102,0.13157894736842102,0.11315789473684223,53,0.02368421052631576,0.02368421052631576,0.01426146010186763,0.03515372964494437,31,False,0.6385542168674698,0.27710843373493976,50,80,0,2,6,7,20,20,45,174,-1,42,357,-1,0.0728375915525184,3,31,195,421,919,0.23963973412693212,0.0,0.5301204819277109,20,0.8
EX_SET3_Z(4)_20260326_012705,0.7842105263157895,49,0.8042105263157895,0.7826825127334466,0.718421052631579,0.8236842105263158,0.06578947368421051,0.06578947368421051,0.08578947368421053,78,0.011290322580645157,0.011290322580645157,0.023191850594227504,0.025755206320426743,31,False,0.5180722891566265,0.27710843373493976,50,80,0,0,0,0,20,20,57,90,-1,75,219,-1,0.06596537990379155,1,16,132,329,919,0.22393382015548594,0.024096385542168676,0.4819277108433735,20,0.8
EX_SET3_Z(5)_20260326_022030,0.6921052631578948,49,0.7773684210526317,0.785144312393888,0.6947368421052632,0.8342105263157895,0.0,0.0,0.0826315789473685,56,0.0,0.0,0.009100169779286956,0.031126498429422014,31,True,0.6144578313253012,0.21686746987951808,50,80,0,0,0,0,20,20,22,152,-1,80,586,-1,0.07171484021134746,5,26,224,414,919,0.24011169815278527,0.060240963855421686,0.5662650602409639,20,0.8
EX_SET4_E(1)_20260328_152008,0.7657894736842106,49,0.7752631578947369,0.7583732057416267,0.7052631578947368,0.7973684210526316,0.06052631578947376,0.06052631578947376,0.07000000000000006,54,0.017703349282296676,0.017703349282296676,0.023014354066985668,0.03386092997387319,11,False,0.5903614457831325,0.26506024096385544,50,60,0,0,0,0,20,20,25,131,-1,70,177,-1,0.07022051478410898,4,22,181,368,939,0.23399668963393508,0.04819277108433735,0.4939759036144578,20,0.8
EX_SET4_E(2)_20260328_161340,0.8210526315789474,49,0.7878947368421053,0.7511961722488039,0.6605263157894737,0.8315789473684211,0.16052631578947363,0.16052631578947363,0.12736842105263158,56,0.07081339712918659,0.07081339712918659,0.04406698564593304,0.05676363536343163,11,False,0.7228915662650602,0.10843373493975904,50,60,0,0,0,0,20,20,40,125,169,27,270,-1,0.07134340787335627,6,23,121,216,939,0.2051528798901677,0.04819277108433735,0.5783132530120482,20,0.8
EX_SET4_E(3)_20260328_170658,0.7842105263157895,49,0.77,0.7700956937799043,0.7078947368421052,0.8026315789473685,0.07631578947368423,0.07631578947368423,0.062105263157894774,54,0.01866028708133972,0.01866028708133972,0.012535885167464128,0.032149941459274904,11,False,0.5662650602409639,0.21686746987951808,50,60,0,0,0,0,20,20,25,26,247,106,689,849,0.07918964006904021,6,25,128,252,939,0.20887383399412346,0.03614457831325301,0.5301204819277109,20,0.8
EX_SET4_E(4)_20260328_180058,0.8131578947368421,49,0.8021052631578949,0.7488038277511961,0.7078947368421052,0.8105263157894737,0.10526315789473684,0.10526315789473684,0.09421052631578963,57,0.06435406698564593,0.06435406698564593,0.05406698564593315,0.03193578295878514,11,False,0.6024096385542169,0.1686746987951807,50,60,0,0,0,0,20,20,28,57,640,46,669,-1,0.07397872878572122,6,25,135,293,939,0.21277442036516675,0.03614457831325301,0.4939759036144578,20,0.8
EX_SET4_E(5)_20260328_185421,0.7763157894736842,49,0.7910526315789473,0.7495215311004785,0.6842105263157895,0.8210526315789474,0.09210526315789469,0.09210526315789469,0.10684210526315785,59,0.03349282296650715,0.03349282296650715,0.04531100478468897,0.04185481736419691,11,False,0.6746987951807228,0.21686746987951808,50,60,0,6,6,6,20,25,26,110,591,137,365,-1,0.07556706179360956,9,28,117,232,939,0.20791151827758317,0.024096385542168676,0.5662650602409639,20,0.8
