backdoor_accuracy,triggered_anomaly_total,triggered_anomaly_misclassified,features_found,features_missing,round,attack_active,accuracy_drop
0.43373493975903615,83,36,83,0,74,True,0.042105263157894646
0.39759036144578314,83,33,83,0,75,False,0.023684210526315752
0.37349397590361444,83,31,83,0,76,False,0.021052631578947323
0.18072289156626506,83,15,83,0,77,True,0.0052631578947367474
0.1927710843373494,83,16,83,0,78,False,-0.015789473684210575
0.20481927710843373,83,17,83,0,79,False,-0.023684210526315863
0.24096385542168675,83,20,83,0,80,False,0.0052631578947367474
0.1686746987951807,83,14,83,0,81,False,0.002631578947368318
0.21686746987951808,83,18,83,0,82,False,-0.010526315789473717
0.26506024096385544,83,22,83,0,83,False,-0.0052631578947368585
0.20481927710843373,83,17,83,0,84,False,0.013157894736842035
0.3132530120481928,83,26,83,0,85,False,0.002631578947368318
0.0963855421686747,83,8,83,0,86,False,0.021052631578947323
0.1927710843373494,83,16,83,0,87,False,-0.007894736842105288
0.3614457831325301,83,30,83,0,88,False,0.013157894736842035
0.1566265060240964,83,13,83,0,89,False,0.0
0.18072289156626506,83,15,83,0,90,False,0.018421052631578894
0.3132530120481928,83,26,83,0,91,False,0.013157894736842035
0.2289156626506024,83,19,83,0,92,False,0.007894736842105177
0.14457831325301204,83,12,83,0,93,False,0.0052631578947367474
0.3614457831325301,83,30,83,0,94,False,0.039473684210526216
0.1927710843373494,83,16,83,0,95,False,0.018421052631578894
0.060240963855421686,83,5,83,0,96,False,0.09473684210526312
0.27710843373493976,83,23,83,0,97,False,-0.007894736842105288
0.3132530120481928,83,26,83,0,98,False,0.007894736842105177
0.20481927710843373,83,17,83,0,99,False,0.03157894736842104
0.27710843373493976,83,23,83,0,100,False,0.03157894736842104
0.4939759036144578,83,41,83,0,101,False,0.08157894736842097
0.07228915662650602,83,6,83,0,102,False,0.039473684210526216
0.1566265060240964,83,13,83,0,103,False,0.013157894736842035
0.1927710843373494,83,16,83,0,104,False,0.013157894736842035
0.3253012048192771,83,27,83,0,105,False,0.02631578947368418
0.13253012048192772,83,11,83,0,106,False,0.010526315789473606
0.26506024096385544,83,22,83,0,107,False,-0.0026315789473684292
0.10843373493975904,83,9,83,0,108,False,0.039473684210526216
0.2289156626506024,83,19,83,0,109,False,0.021052631578947323
0.37349397590361444,83,31,83,0,110,False,0.06052631578947365
0.1686746987951807,83,14,83,0,111,False,0.021052631578947323
0.3132530120481928,83,26,83,0,112,False,0.023684210526315752
0.20481927710843373,83,17,83,0,113,False,-0.015789473684210575
0.12048192771084337,83,10,83,0,114,False,0.015789473684210464
0.2891566265060241,83,24,83,0,115,False,0.018421052631578894
0.30120481927710846,83,25,83,0,116,False,0.023684210526315752
0.1566265060240964,83,13,83,0,117,False,0.010526315789473606
0.3373493975903614,83,28,83,0,118,False,0.018421052631578894
0.25301204819277107,83,21,83,0,119,False,0.013157894736842035
0.3373493975903614,83,28,83,0,120,False,0.0368421052631579
0.4457831325301205,83,37,83,0,121,False,0.06052631578947365
0.18072289156626506,83,15,83,0,122,False,0.013157894736842035
0.14457831325301204,83,12,83,0,123,False,0.015789473684210464
0.43373493975903615,83,36,83,0,124,False,0.05526315789473679
0.18072289156626506,83,15,83,0,125,False,0.02631578947368418
0.12048192771084337,83,10,83,0,126,False,0.03157894736842104
0.3132530120481928,83,26,83,0,127,False,0.015789473684210464
0.21686746987951808,83,18,83,0,128,False,0.0
0.24096385542168675,83,20,83,0,129,False,0.007894736842105177
0.2289156626506024,83,19,83,0,130,False,0.0052631578947367474
0.1927710843373494,83,16,83,0,131,False,0.002631578947368318
0.3493975903614458,83,29,83,0,132,False,0.042105263157894646
0.20481927710843373,83,17,83,0,133,False,-0.0026315789473684292
0.18072289156626506,83,15,83,0,134,False,0.013157894736842035
0.24096385542168675,83,20,83,0,135,False,0.002631578947368318
0.14457831325301204,83,12,83,0,136,False,0.010526315789473606
0.30120481927710846,83,25,83,0,137,False,0.021052631578947323
0.3614457831325301,83,30,83,0,138,False,0.013157894736842035
0.1927710843373494,83,16,83,0,139,False,0.010526315789473606
0.3132530120481928,83,26,83,0,140,False,0.018421052631578894
0.40963855421686746,83,34,83,0,141,False,0.044736842105263075
0.21686746987951808,83,18,83,0,142,False,0.015789473684210464
0.14457831325301204,83,12,83,0,143,False,0.021052631578947323
0.25301204819277107,83,21,83,0,144,False,0.023684210526315752
0.1566265060240964,83,13,83,0,145,False,0.015789473684210464
0.1686746987951807,83,14,83,0,146,False,0.021052631578947323
0.14457831325301204,83,12,83,0,147,False,0.010526315789473606
0.2891566265060241,83,24,83,0,148,False,0.010526315789473606
0.12048192771084337,83,10,83,0,149,False,0.039473684210526216
0.1927710843373494,83,16,83,0,150,False,0.015789473684210464
0.2289156626506024,83,19,83,0,151,False,0.0368421052631579
0.1566265060240964,83,13,83,0,152,False,0.02631578947368418
0.25301204819277107,83,21,83,0,153,False,0.013157894736842035
0.3614457831325301,83,30,83,0,154,False,0.021052631578947323
0.26506024096385544,83,22,83,0,155,False,0.013157894736842035
0.20481927710843373,83,17,83,0,156,False,0.018421052631578894
0.2891566265060241,83,24,83,0,157,False,0.007894736842105177
0.20481927710843373,83,17,83,0,158,False,0.007894736842105177
0.3132530120481928,83,26,83,0,159,False,0.007894736842105177
0.10843373493975904,83,9,83,0,160,False,0.023684210526315752
0.14457831325301204,83,12,83,0,161,False,0.015789473684210464
0.25301204819277107,83,21,83,0,162,False,-0.0026315789473684292
0.26506024096385544,83,22,83,0,163,False,0.015789473684210464
0.3614457831325301,83,30,83,0,164,False,0.02631578947368418
0.3132530120481928,83,26,83,0,165,False,0.018421052631578894
0.1927710843373494,83,16,83,0,166,False,0.002631578947368318
0.3132530120481928,83,26,83,0,167,False,0.023684210526315752
0.2891566265060241,83,24,83,0,168,False,0.007894736842105177
0.26506024096385544,83,22,83,0,169,False,0.002631578947368318
0.2891566265060241,83,24,83,0,170,False,-0.0026315789473684292
0.1927710843373494,83,16,83,0,171,False,-0.013157894736842146
0.0963855421686747,83,8,83,0,172,False,0.002631578947368318
0.24096385542168675,83,20,83,0,173,False,0.0
0.20481927710843373,83,17,83,0,174,False,0.002631578947368318
0.1686746987951807,83,14,83,0,175,False,0.0
0.0963855421686747,83,8,83,0,176,False,0.010526315789473606
0.3253012048192771,83,27,83,0,177,False,0.015789473684210464
0.30120481927710846,83,25,83,0,178,False,0.010526315789473606
0.18072289156626506,83,15,83,0,179,False,0.0052631578947367474
0.43373493975903615,83,36,83,0,180,False,0.044736842105263075
0.18072289156626506,83,15,83,0,181,False,0.0052631578947367474
0.3253012048192771,83,27,83,0,182,False,0.02631578947368418
0.39759036144578314,83,33,83,0,183,False,0.039473684210526216
0.3132530120481928,83,26,83,0,184,False,0.023684210526315752
0.1686746987951807,83,14,83,0,185,False,0.013157894736842035
0.20481927710843373,83,17,83,0,186,False,0.015789473684210464
0.3132530120481928,83,26,83,0,187,False,0.023684210526315752
0.2289156626506024,83,19,83,0,188,False,0.013157894736842035
0.3493975903614458,83,29,83,0,189,False,0.03157894736842104
0.26506024096385544,83,22,83,0,190,False,0.02631578947368418
0.1927710843373494,83,16,83,0,191,False,-0.0052631578947368585
0.42168674698795183,83,35,83,0,192,False,0.042105263157894646
0.3373493975903614,83,28,83,0,193,False,0.018421052631578894
0.25301204819277107,83,21,83,0,194,False,0.042105263157894646
0.26506024096385544,83,22,83,0,195,False,0.023684210526315752
0.30120481927710846,83,25,83,0,196,False,0.044736842105263075
0.0963855421686747,83,8,83,0,197,False,0.013157894736842035
0.2891566265060241,83,24,83,0,198,False,0.02894736842105261
0.21686746987951808,83,18,83,0,199,False,0.018421052631578894
0.1927710843373494,83,16,83,0,200,False,0.02631578947368418
0.39759036144578314,83,33,83,0,201,False,0.04999999999999993
0.40963855421686746,83,34,83,0,202,False,0.04999999999999993
0.3614457831325301,83,30,83,0,203,False,0.03421052631578947
0.3493975903614458,83,29,83,0,204,False,0.018421052631578894
0.30120481927710846,83,25,83,0,205,False,0.015789473684210464
0.08433734939759036,83,7,83,0,206,False,0.018421052631578894
0.26506024096385544,83,22,83,0,207,False,0.03157894736842104
0.12048192771084337,83,10,83,0,208,False,0.023684210526315752
0.2891566265060241,83,24,83,0,209,False,0.018421052631578894
0.21686746987951808,83,18,83,0,210,False,0.0368421052631579
0.1686746987951807,83,14,83,0,211,False,0.044736842105263075
0.2289156626506024,83,19,83,0,212,False,0.013157894736842035
0.21686746987951808,83,18,83,0,213,False,0.021052631578947323
0.3253012048192771,83,27,83,0,214,False,0.013157894736842035
0.3373493975903614,83,28,83,0,215,False,0.010526315789473606
0.40963855421686746,83,34,83,0,216,False,0.044736842105263075
0.25301204819277107,83,21,83,0,217,False,0.02631578947368418
0.4457831325301205,83,37,83,0,218,False,0.06315789473684208
0.3373493975903614,83,28,83,0,219,False,0.03157894736842104
0.27710843373493976,83,23,83,0,220,False,0.021052631578947323
0.2891566265060241,83,24,83,0,221,False,0.042105263157894646
0.30120481927710846,83,25,83,0,222,False,0.023684210526315752
0.27710843373493976,83,23,83,0,223,False,0.03157894736842104
0.39759036144578314,83,33,83,0,224,False,0.044736842105263075
0.24096385542168675,83,20,83,0,225,False,0.0052631578947367474
0.3614457831325301,83,30,83,0,226,False,0.039473684210526216
0.3132530120481928,83,26,83,0,227,False,0.02631578947368418
0.3373493975903614,83,28,83,0,228,False,0.02894736842105261
0.1566265060240964,83,13,83,0,229,False,0.0052631578947367474
0.18072289156626506,83,15,83,0,230,False,0.007894736842105177
0.27710843373493976,83,23,83,0,231,False,0.0052631578947367474
0.24096385542168675,83,20,83,0,232,False,0.023684210526315752
0.30120481927710846,83,25,83,0,233,False,0.015789473684210464
0.43373493975903615,83,36,83,0,234,False,0.044736842105263075
0.25301204819277107,83,21,83,0,235,False,0.02631578947368418
0.30120481927710846,83,25,83,0,236,False,0.013157894736842035
0.13253012048192772,83,11,83,0,237,False,0.021052631578947323
0.2891566265060241,83,24,83,0,238,False,0.018421052631578894
0.24096385542168675,83,20,83,0,239,False,0.013157894736842035
0.3132530120481928,83,26,83,0,240,False,0.021052631578947323
0.1566265060240964,83,13,83,0,241,False,0.007894736842105177
0.24096385542168675,83,20,83,0,242,False,0.013157894736842035
0.21686746987951808,83,18,83,0,243,False,-0.0052631578947368585
0.21686746987951808,83,18,83,0,244,False,-0.0026315789473684292
0.26506024096385544,83,22,83,0,245,False,0.0052631578947367474
0.13253012048192772,83,11,83,0,246,False,-0.0026315789473684292
0.20481927710843373,83,17,83,0,247,False,0.002631578947368318
0.18072289156626506,83,15,83,0,248,False,0.010526315789473606
0.18072289156626506,83,15,83,0,249,False,0.018421052631578894
0.2891566265060241,83,24,83,0,250,False,0.0052631578947367474
0.2289156626506024,83,19,83,0,251,False,0.010526315789473606
0.24096385542168675,83,20,83,0,252,False,-0.0026315789473684292
0.13253012048192772,83,11,83,0,253,False,0.007894736842105177
0.20481927710843373,83,17,83,0,254,False,0.021052631578947323
0.18072289156626506,83,15,83,0,255,False,0.015789473684210464
0.26506024096385544,83,22,83,0,256,False,0.0
0.20481927710843373,83,17,83,0,257,False,-0.0052631578947368585
0.30120481927710846,83,25,83,0,258,False,0.0052631578947367474
0.20481927710843373,83,17,83,0,259,False,0.010526315789473606
0.24096385542168675,83,20,83,0,260,False,0.018421052631578894
0.1927710843373494,83,16,83,0,261,False,0.018421052631578894
0.39759036144578314,83,33,83,0,262,False,0.0368421052631579
0.24096385542168675,83,20,83,0,263,False,0.007894736842105177
0.18072289156626506,83,15,83,0,264,False,-0.0026315789473684292
0.25301204819277107,83,21,83,0,265,False,-0.0026315789473684292
0.10843373493975904,83,9,83,0,266,False,-0.0052631578947368585
0.30120481927710846,83,25,83,0,267,False,0.010526315789473606
0.30120481927710846,83,25,83,0,268,False,0.0
0.13253012048192772,83,11,83,0,269,False,-0.0026315789473684292
0.30120481927710846,83,25,83,0,270,False,0.0052631578947367474
0.24096385542168675,83,20,83,0,271,False,-0.0026315789473684292
0.3614457831325301,83,30,83,0,272,False,0.03421052631578947
0.18072289156626506,83,15,83,0,273,False,-0.0026315789473684292
0.18072289156626506,83,15,83,0,274,False,-0.010526315789473717
0.1566265060240964,83,13,83,0,275,False,0.002631578947368318
0.3373493975903614,83,28,83,0,276,False,0.03157894736842104
0.2891566265060241,83,24,83,0,277,False,0.007894736842105177
0.3253012048192771,83,27,83,0,278,False,0.02631578947368418
0.1927710843373494,83,16,83,0,279,False,-0.0026315789473684292
0.08433734939759036,83,7,83,0,280,False,0.047368421052631504
0.24096385542168675,83,20,83,0,281,False,-0.0052631578947368585
0.20481927710843373,83,17,83,0,282,False,0.007894736842105177
0.10843373493975904,83,9,83,0,283,False,0.039473684210526216
0.20481927710843373,83,17,83,0,284,False,0.015789473684210464
0.27710843373493976,83,23,83,0,285,False,0.007894736842105177
0.2289156626506024,83,19,83,0,286,False,0.0
0.1927710843373494,83,16,83,0,287,False,0.0052631578947367474
0.18072289156626506,83,15,83,0,288,False,0.013157894736842035
0.2289156626506024,83,19,83,0,289,False,0.002631578947368318
0.0963855421686747,83,8,83,0,290,False,0.0052631578947367474
0.2289156626506024,83,19,83,0,291,False,0.021052631578947323
0.21686746987951808,83,18,83,0,292,False,0.013157894736842035
0.12048192771084337,83,10,83,0,293,False,0.023684210526315752
0.24096385542168675,83,20,83,0,294,False,0.03421052631578947
0.27710843373493976,83,23,83,0,295,False,0.0
0.2289156626506024,83,19,83,0,296,False,0.02894736842105261
0.14457831325301204,83,12,83,0,297,False,0.02631578947368418
0.1686746987951807,83,14,83,0,298,False,0.010526315789473606
0.3132530120481928,83,26,83,0,299,False,0.023684210526315752
0.3373493975903614,83,28,83,0,300,False,0.02894736842105261
0.3132530120481928,83,26,83,0,301,False,0.018421052631578894
0.1927710843373494,83,16,83,0,302,False,0.015789473684210464
0.24096385542168675,83,20,83,0,303,False,0.013157894736842035
0.24096385542168675,83,20,83,0,304,False,0.03157894736842104
0.2289156626506024,83,19,83,0,305,False,0.0
0.1927710843373494,83,16,83,0,306,False,-0.0026315789473684292
0.27710843373493976,83,23,83,0,307,False,0.0052631578947367474
0.1927710843373494,83,16,83,0,308,False,0.0052631578947367474
0.27710843373493976,83,23,83,0,309,False,0.013157894736842035
0.27710843373493976,83,23,83,0,310,False,0.010526315789473606
0.20481927710843373,83,17,83,0,311,False,0.013157894736842035
0.1927710843373494,83,16,83,0,312,False,0.021052631578947323
0.25301204819277107,83,21,83,0,313,False,0.010526315789473606
0.27710843373493976,83,23,83,0,314,False,0.002631578947368318
0.2891566265060241,83,24,83,0,315,False,0.0052631578947367474
0.21686746987951808,83,18,83,0,316,False,0.002631578947368318
0.12048192771084337,83,10,83,0,317,False,0.042105263157894646
0.37349397590361444,83,31,83,0,318,False,0.05263157894736836
0.27710843373493976,83,23,83,0,319,False,0.02894736842105261
0.26506024096385544,83,22,83,0,320,False,0.02631578947368418
0.3132530120481928,83,26,83,0,321,False,0.039473684210526216
0.2289156626506024,83,19,83,0,322,False,0.0052631578947367474
0.24096385542168675,83,20,83,0,323,False,-0.0026315789473684292
0.3132530120481928,83,26,83,0,324,False,0.023684210526315752
0.13253012048192772,83,11,83,0,325,False,0.023684210526315752
0.1686746987951807,83,14,83,0,326,False,0.023684210526315752
0.18072289156626506,83,15,83,0,327,False,0.0052631578947367474
0.20481927710843373,83,17,83,0,328,False,0.0052631578947367474
0.14457831325301204,83,12,83,0,329,False,0.02631578947368418
0.2289156626506024,83,19,83,0,330,False,0.010526315789473606
0.26506024096385544,83,22,83,0,331,False,0.013157894736842035
0.1927710843373494,83,16,83,0,332,False,-0.0052631578947368585
0.26506024096385544,83,22,83,0,333,False,0.015789473684210464
0.21686746987951808,83,18,83,0,334,False,0.0052631578947367474
0.25301204819277107,83,21,83,0,335,False,0.007894736842105177
0.1686746987951807,83,14,83,0,336,False,0.0
0.1686746987951807,83,14,83,0,337,False,0.0052631578947367474
0.24096385542168675,83,20,83,0,338,False,0.0
0.2891566265060241,83,24,83,0,339,False,0.018421052631578894
0.24096385542168675,83,20,83,0,340,False,0.018421052631578894
0.2289156626506024,83,19,83,0,341,False,0.013157894736842035
0.1686746987951807,83,14,83,0,342,False,-0.0052631578947368585
0.1927710843373494,83,16,83,0,343,False,-0.0026315789473684292
0.1566265060240964,83,13,83,0,344,False,0.018421052631578894
0.26506024096385544,83,22,83,0,345,False,0.0
0.24096385542168675,83,20,83,0,346,False,0.015789473684210464
0.30120481927710846,83,25,83,0,347,False,0.021052631578947323
0.1686746987951807,83,14,83,0,348,False,-0.0052631578947368585
0.18072289156626506,83,15,83,0,349,False,0.0
0.24096385542168675,83,20,83,0,350,False,0.015789473684210464
0.3253012048192771,83,27,83,0,351,False,0.03421052631578947
0.30120481927710846,83,25,83,0,352,False,0.023684210526315752
0.18072289156626506,83,15,83,0,353,False,0.0
0.27710843373493976,83,23,83,0,354,False,0.02631578947368418
0.21686746987951808,83,18,83,0,355,False,0.007894736842105177
0.20481927710843373,83,17,83,0,356,False,0.010526315789473606
0.2891566265060241,83,24,83,0,357,False,0.02894736842105261
0.25301204819277107,83,21,83,0,358,False,0.015789473684210464
0.1686746987951807,83,14,83,0,359,False,0.0052631578947367474
0.24096385542168675,83,20,83,0,360,False,0.015789473684210464
0.21686746987951808,83,18,83,0,361,False,0.02631578947368418
0.20481927710843373,83,17,83,0,362,False,0.023684210526315752
0.24096385542168675,83,20,83,0,363,False,0.015789473684210464
0.30120481927710846,83,25,83,0,364,False,0.02894736842105261
0.3373493975903614,83,28,83,0,365,False,0.03157894736842104
0.24096385542168675,83,20,83,0,366,False,0.010526315789473606
0.2891566265060241,83,24,83,0,367,False,0.018421052631578894
0.25301204819277107,83,21,83,0,368,False,0.023684210526315752
0.20481927710843373,83,17,83,0,369,False,0.02631578947368418
0.21686746987951808,83,18,83,0,370,False,0.0052631578947367474
0.3373493975903614,83,28,83,0,371,False,0.018421052631578894
0.21686746987951808,83,18,83,0,372,False,0.015789473684210464
0.2289156626506024,83,19,83,0,373,False,0.015789473684210464
0.24096385542168675,83,20,83,0,374,False,0.018421052631578894
0.20481927710843373,83,17,83,0,375,False,0.018421052631578894
0.25301204819277107,83,21,83,0,376,False,0.018421052631578894
0.27710843373493976,83,23,83,0,377,False,0.023684210526315752
0.1566265060240964,83,13,83,0,378,False,0.0
0.1927710843373494,83,16,83,0,379,False,0.021052631578947323
0.2289156626506024,83,19,83,0,380,False,0.007894736842105177
0.24096385542168675,83,20,83,0,381,False,0.015789473684210464
0.18072289156626506,83,15,83,0,382,False,-0.007894736842105288
0.2891566265060241,83,24,83,0,383,False,0.018421052631578894
0.30120481927710846,83,25,83,0,384,False,0.021052631578947323
0.27710843373493976,83,23,83,0,385,False,0.007894736842105177
0.14457831325301204,83,12,83,0,386,False,0.018421052631578894
0.18072289156626506,83,15,83,0,387,False,0.013157894736842035
0.2289156626506024,83,19,83,0,388,False,0.023684210526315752
0.24096385542168675,83,20,83,0,389,False,0.013157894736842035
0.18072289156626506,83,15,83,0,390,False,0.007894736842105177
0.1927710843373494,83,16,83,0,391,False,-0.0026315789473684292
0.24096385542168675,83,20,83,0,392,False,0.010526315789473606
0.26506024096385544,83,22,83,0,393,False,0.021052631578947323
0.24096385542168675,83,20,83,0,394,False,0.015789473684210464
0.20481927710843373,83,17,83,0,395,False,0.013157894736842035
0.2289156626506024,83,19,83,0,396,False,0.013157894736842035
0.21686746987951808,83,18,83,0,397,False,-0.0026315789473684292
0.39759036144578314,83,33,83,0,398,False,0.047368421052631504
0.26506024096385544,83,22,83,0,399,False,0.021052631578947323
0.2289156626506024,83,19,83,0,400,False,0.013157894736842035
0.18072289156626506,83,15,83,0,401,False,-0.007894736842105288
0.1927710843373494,83,16,83,0,402,False,0.0052631578947367474
0.2289156626506024,83,19,83,0,403,False,0.02631578947368418
0.2289156626506024,83,19,83,0,404,False,0.021052631578947323
0.18072289156626506,83,15,83,0,405,False,0.0052631578947367474
0.2289156626506024,83,19,83,0,406,False,0.015789473684210464
0.20481927710843373,83,17,83,0,407,False,0.007894736842105177
0.18072289156626506,83,15,83,0,408,False,0.007894736842105177
0.30120481927710846,83,25,83,0,409,False,0.018421052631578894
0.1927710843373494,83,16,83,0,410,False,0.0052631578947367474
0.1566265060240964,83,13,83,0,411,False,0.013157894736842035
0.20481927710843373,83,17,83,0,412,False,0.013157894736842035
0.21686746987951808,83,18,83,0,413,False,0.015789473684210464
0.18072289156626506,83,15,83,0,414,False,0.007894736842105177
0.18072289156626506,83,15,83,0,415,False,0.002631578947368318
0.24096385542168675,83,20,83,0,416,False,0.010526315789473606
0.24096385542168675,83,20,83,0,417,False,0.021052631578947323
0.3253012048192771,83,27,83,0,418,False,0.021052631578947323
0.20481927710843373,83,17,83,0,419,False,0.018421052631578894
0.1927710843373494,83,16,83,0,420,False,0.015789473684210464
0.18072289156626506,83,15,83,0,421,False,0.02894736842105261
0.26506024096385544,83,22,83,0,422,False,0.002631578947368318
0.26506024096385544,83,22,83,0,423,False,0.0052631578947367474
0.24096385542168675,83,20,83,0,424,False,0.015789473684210464
0.25301204819277107,83,21,83,0,425,False,0.0052631578947367474
0.21686746987951808,83,18,83,0,426,False,0.002631578947368318
0.21686746987951808,83,18,83,0,427,False,-0.0026315789473684292
0.3132530120481928,83,26,83,0,428,False,-0.0026315789473684292
0.3132530120481928,83,26,83,0,429,False,0.002631578947368318
0.24096385542168675,83,20,83,0,430,False,-0.013157894736842146
0.30120481927710846,83,25,83,0,431,False,0.015789473684210464
0.18072289156626506,83,15,83,0,432,False,0.010526315789473606
0.1566265060240964,83,13,83,0,433,False,0.023684210526315752
0.1686746987951807,83,14,83,0,434,False,0.018421052631578894
0.18072289156626506,83,15,83,0,435,False,0.03421052631578947
0.27710843373493976,83,23,83,0,436,False,0.010526315789473606
0.27710843373493976,83,23,83,0,437,False,0.010526315789473606
0.1566265060240964,83,13,83,0,438,False,0.023684210526315752
0.30120481927710846,83,25,83,0,439,False,0.018421052631578894
0.24096385542168675,83,20,83,0,440,False,-0.0052631578947368585
0.21686746987951808,83,18,83,0,441,False,0.02894736842105261
0.20481927710843373,83,17,83,0,442,False,0.013157894736842035
0.25301204819277107,83,21,83,0,443,False,0.010526315789473606
0.3253012048192771,83,27,83,0,444,False,0.03157894736842104
0.1927710843373494,83,16,83,0,445,False,0.007894736842105177
0.39759036144578314,83,33,83,0,446,False,0.05526315789473679
0.25301204819277107,83,21,83,0,447,False,-0.0026315789473684292
0.26506024096385544,83,22,83,0,448,False,0.015789473684210464
0.25301204819277107,83,21,83,0,449,False,0.007894736842105177
0.20481927710843373,83,17,83,0,450,False,0.013157894736842035
0.2289156626506024,83,19,83,0,451,False,0.010526315789473606
0.26506024096385544,83,22,83,0,452,False,0.002631578947368318
0.3132530120481928,83,26,83,0,453,False,0.015789473684210464
0.2891566265060241,83,24,83,0,454,False,0.023684210526315752
0.2891566265060241,83,24,83,0,455,False,0.021052631578947323
0.27710843373493976,83,23,83,0,456,False,0.0052631578947367474
0.1927710843373494,83,16,83,0,457,False,0.0052631578947367474
0.18072289156626506,83,15,83,0,458,False,-0.0052631578947368585
0.3132530120481928,83,26,83,0,459,False,0.021052631578947323
0.1566265060240964,83,13,83,0,460,False,0.0
0.26506024096385544,83,22,83,0,461,False,0.007894736842105177
0.1686746987951807,83,14,83,0,462,False,0.018421052631578894
0.26506024096385544,83,22,83,0,463,False,0.02894736842105261
0.21686746987951808,83,18,83,0,464,False,0.023684210526315752
0.18072289156626506,83,15,83,0,465,False,0.021052631578947323
0.3373493975903614,83,28,83,0,466,False,0.010526315789473606
0.3253012048192771,83,27,83,0,467,False,0.0052631578947367474
0.24096385542168675,83,20,83,0,468,False,0.0052631578947367474
